url,uuid,file,summary,paper_title,year,source,camera_modality,visual_feature_types,impairment_type,real_time_capability,sample_size,environment,primary_accuracy_metric,relevance_score,relevance_reason,details_json
https://www.researchgate.net/publication/335341629_Face_Attributes_and_Detection_of_Drug_Addicts,b7e019a1-b694-45da-8e2b-7283172dd7da,b7e019a1-b694-45da-8e2b-7283172dd7da.json,"This paper presents a two-stage framework for detecting long-term drug abuse (specifically methamphetamine and heroin) using facial attributes extracted from RGB images. The approach first classifies five 'drug affect facial attributes' (blisters/acne, tissue muscle loss, hair loss, poor skin tone, gender) using deep CNNs (ResNet50, GoogleNet, VGG16) and SVM, then fuses these attributes in a Bayesian network for risk assessment. The best performance is achieved with ResNet50 and SVM for attribute detection (90% accuracy), and the full framework achieves 84% accuracy in classifying subjects as drug abusers or non-abusers. The study uses the Faces of Meth dataset and additional web images, and demonstrates that facial attribute-based reasoning outperforms direct CNN-based classification. The method is not real-time but is highly relevant for visual, camera-based impairment detection.",Face Attributes and Detection of Drug Addicts,2018,"Biometric Technologies Laboratory, University of Calgary",RGB,Facial Features,"opioids, general impairment","No (batch processing, not evaluated for real-time use)","112 images (Faces of Meth dataset) + 100 web images (44 abusers, 56 non-abusers)","Controlled (mugshots, web images; not real-world or in-the-wild)","Classification accuracy (84% overall, 89.29% non-abuser, 77.27% abuser)",⭐⭐⭐,"Highly relevant: exclusively uses camera-based (RGB) facial analysis for impairment detection, with a structured, explainable approach (facial attribute extraction + probabilistic reasoning). No non-visual modalities are used for detection.","{""attribute_list"": [""blisters/acne"", ""tissue muscle loss"", ""hair loss"", ""poor skin tone"", ""gender""], ""CNN_models"": [""ResNet50"", ""GoogleNet"", ""VGG16""], ""feature_selection_methods"": [""PCA"", ""Fisher's Linear Discriminant"", ""Lasso""], ""classifier"": ""Linear SVM (per attribute)"", ""Bayesian_network"": ""Used for risk assessment, fusing facial attribute evidence for final decision"", ""dataset_details"": {""Faces_of_Meth"": ""112 images (before/after drug abuse, mugshots)"", ""web_images"": ""44 abusers, 56 non-abusers""}, ""attribute_classification_accuracy"": {""ResNet50 (32 features, Fisher+PCA)"": {""blisters/acne"": ""86.61%"", ""tissue muscle loss"": ""88.39%"", ""gender"": ""93.75%"", ""hair loss"": ""91.96%"", ""poor skin tone"": ""89.29%""}}, ""final_framework_performance"": {""non-abuser_accuracy"": ""89.29%"", ""abuser_accuracy"": ""77.27%"", ""combined_accuracy"": ""84%"", ""sensitivity"": ""77.27%"", ""specificity"": ""89.29%"", ""precision"": ""85%""}, ""direct_CNN_baseline"": {""non-abuser_accuracy"": ""70.54%"", ""abuser_accuracy"": ""65.18%"", ""combined_accuracy"": ""67.86%""}, ""limitations"": [""Not real-time; batch processing only"", ""Small dataset size"", ""Controlled image conditions (mugshots, not in-the-wild)"", ""Only detects long-term (0.5–3 years) drug abuse, not acute intoxication""], ""future_work"": [""Larger datasets or synthetic data (GANs)"", ""Real-time implementation"", ""Inclusion of behavioral biometrics (body, gait, gestures)""]}"
https://www.engineeringletters.com/issues_v31/issue_3/EL_31_3_23.pdf,ddcfbd47-85dd-4c86-ab2a-87123464fbf2,ddcfbd47-85dd-4c86-ab2a-87123464fbf2.json,"This paper presents a deep learning-based framework using CCTV face images to classify drug users versus non-users. The system employs face detection, data augmentation, and transfer learning with GoogLeNet, achieving 87.14% accuracy on a diverse dataset. The approach focuses on long-term facial changes due to drug abuse, such as wrinkles and loss of elasticity, and is evaluated in a simulated CCTV environment. The method is not real-time but is relevant for visual drug user identification in surveillance footage.",Facial Feature Classification of Drug Addicts Using Deep Learning,2023,"Engineering Letters, Volume 31, Issue 3, September 2023",RGB,Facial Features,general impairment,"No (batch processing of images, not real-time)","2,100 original images (1,050 drug users, 1,050 non-users), augmented to 70,560 images","Simulated CCTV (images from Internet, police agencies, and public face datasets)","Accuracy (87.14%), F1-score (87.32%)",⭐⭐,"Directly addresses visual detection of drug-related impairment using facial features in CCTV images, but focuses on long-term facial changes rather than acute intoxication and is not real-time.","{""deep_learning_model"": ""GoogLeNet with transfer learning; compared with AlexNet, VGGNet, ResNet, Inception, Xception, DenseNet, MobileNet, ShuffleNet"", ""face_detection_method"": ""Viola-Jones (Haar cascade)"", ""data_augmentation"": [""horizontal/vertical flip"", ""translation"", ""rotation"", ""scaling"", ""brightness adjustment"", ""blur"", ""shearing""], ""dataset_sources"": [""Internet (Western faces)"", ""Police agency (Eastern faces)"", ""VGGFace2"", ""CAFR"", ""MORPH Album 2""], ""classification_task"": ""Binary classification: drug user vs. non-user"", ""validation_method"": ""Hold-out (70% training, 30% testing)"", ""activation_functions_tested"": [""ReLU (best)"", ""Leaky ReLU"", ""ELU"", ""Clipped ReLU""], ""dropout_optimization"": ""Best accuracy at dropout probability 0.45"", ""limitations"": [""Not real-time"", ""Focuses on chronic/long-term facial changes, not acute intoxication"", ""RGB only; no IR, NIR, thermal, or depth modalities"", ""Potential confounds from non-drug-related facial conditions""], ""future_work"": ""Plan to fuse facial blob features for improved accuracy""}"
https://pmc.ncbi.nlm.nih.gov/articles/PMC4905685/,e9fee161-f5ad-4a8d-978a-94a0c13557f4,e9fee161-f5ad-4a8d-978a-94a0c13557f4.json,"This review paper synthesizes evidence that psychoactive drugs (alcohol, nicotine, cannabinoids, opioids, stimulants) acutely and chronically alter the perception and processing of emotional facial expressions in humans. The reviewed studies primarily use behavioral tasks and neuroimaging to assess changes in recognition of emotions from faces under drug influence. While the findings are highly relevant for understanding drug-induced social and emotional impairment, the paper does not focus on or develop real-time, camera-based computer vision methods for intoxication detection.",Drug effects on responses to emotional facial expressions: recent findings,2015,Behav Pharmacol. 2015 September ; 26(6): 571–579. doi:10.1097/FBP.0000000000000164.,No Camera,Facial Features,"alcohol, cannabis, opioids, stimulants, nicotine",No,Review (varies by referenced study),Laboratory and naturalistic (varies by referenced study),Not applicable (review paper),⭐,"The paper reviews behavioral and neuroimaging studies on drug effects on facial emotion processing, which is conceptually relevant to visual intoxication detection. However, it does not present or evaluate any camera-based, real-time, or computer vision methods for intoxication detection.","{""drugs_reviewed"": [""alcohol"", ""nicotine"", ""cannabinoids (THC, CBD)"", ""opioids (heroin, buprenorphine, oxycodone, morphine)"", ""stimulants (amphetamine, MDMA, methamphetamine, cocaine)""], ""main_findings"": {""alcohol"": ""Acute use increases perceived attractiveness and reduces sensitivity to negative emotions; chronic use impairs recognition of negative emotions."", ""nicotine"": ""Acute use increases ratings of facial attractiveness; little is known about effects on specific emotion recognition."", ""cannabinoids"": ""THC and CBD reduce recognition and neural response to threatening faces (anger, fear); chronic use slows emotion identification."", ""opioids"": ""Acute use reduces recognition of fearful faces and neural response to negative emotions; chronic use slows overall emotion recognition."", ""stimulants"": ""MDMA enhances recognition of positive emotions and dampens response to negative ones; other stimulants may increase speed of emotion identification.""}, ""methods_in_referenced_studies"": [""Behavioral tasks (emotion recognition from facial images)"", ""Functional MRI (neural response to emotional faces)"", ""Facial electromyography""], ""limitations"": [""No use of camera-based or computer vision systems for intoxication detection."", ""Focus is on psychological and neural mechanisms, not on automated or real-time detection."", ""Non-visual methods (subjective, physiological) are included in referenced studies.""], ""future_directions"": [""Need for longitudinal studies to determine causality between drug use and emotion processing deficits."", ""Potential for individual differences (sex, genetics, personality) to moderate drug effects on facial processing.""]}"
https://hal.science/hal-03489500v1/file/S0010482519303452.pdf,02079137-d406-4398-84d7-a4d1aeaf2ed7,02079137-d406-4398-84d7-a4d1aeaf2ed7.json,"This paper investigates the impact of methamphetamine abuse on facial asymmetry using 2D RGB images. The study introduces automated metrics for both geometrical and textural facial asymmetry, applying them to a database of meth addicts and a control group from the FERET aging database. Results show a significant increase in facial asymmetry among meth users compared to normal aging, with implications for biometric systems and potential real-time visual detection of long-term drug abuse effects. The work is highly relevant for visual-based impairment detection, though it focuses on long-term, not acute, intoxication.",Methamphetamine Drug Abuse and Addiction: Effects on Face Asymmetry,2020,"Computers in Biology and Medicine, Elsevier; HAL open archive: hal-03489500",RGB,Facial Features,general impairment,"No (offline analysis, but methods could be adapted for real-time use)","120 meth-addicted subjects (2 images each), 80 control subjects (FERET database)","Uncontrolled (internet photo collections, mugshots, FERET database)",Statistical increase in facial asymmetry (geometrical and textural indices),⭐⭐,"The study uses visual features from RGB images to detect long-term impairment (methamphetamine abuse) via facial asymmetry. While not real-time or focused on acute intoxication, the methods and findings are directly relevant to camera-based impairment detection and could inform real-time systems.","{""databases_used"": [""Illicit Drug Addicts database (120 subjects, 2+ frontal color images each, collected from internet and 'faces of meth' project)"", ""FERET database (80 subjects, 2+ frontal color images each, for normal aging control)""], ""facial asymmetry metrics"": {""geometrical"": [""Bilateral features (local, based on Dlib 68 facial landmarks)"", ""Area Mismatch metric (global, automated from landmarks, inspired by SymNose software)""], ""textural"": [""Structural Similarity Index (SSIM) between dual face regions (cheeks, eyes, mouth)""]}, ""preprocessing"": [""Face detection and landmark extraction (Dlib, iBUG 300-W trained)"", ""Affine transformation for alignment"", ""Face cropping and ROI extraction""], ""statistical findings"": {""meth-addicts"": {""geometrical asymmetry increase"": ""5% (mean)"", ""textural asymmetry increase"": ""11% (mean)""}, ""normal aging"": {""geometrical asymmetry increase"": ""1% (mean)"", ""textural asymmetry increase"": ""3% (mean)""}}, ""limitations"": [""Focuses on long-term effects, not acute intoxication"", ""Uncontrolled image sources (mugshots, internet photos)"", ""No real-time implementation, but methods are automatable"", ""Landmark detection limited by current technology (Dlib 68 points)""], ""potential for real-time adaptation"": ""Automated landmark detection and asymmetry metrics could be implemented in real-time systems for visual impairment screening."", ""3D extension"": ""Discussion and toy example of extending asymmetry metrics to 3D face meshes using single-image 3D reconstruction, but not evaluated on real 3D data.""}"
https://ieeexplore.ieee.org/document/7477556,3692345a-d6af-41e3-b1c9-e9ce1defbf0f,3692345a-d6af-41e3-b1c9-e9ce1defbf0f.json,"This paper investigates the impact of illicit drug abuse on facial features and the performance of face recognition systems. The authors introduce the Illicit Drug Abuse Face (IDAF) dataset, containing before-and-after images of 105 subjects with a history of drug abuse. They demonstrate that current face recognition algorithms suffer significant performance drops when processing faces affected by drug abuse. To address this, the paper proposes a real-time, dictionary learning-based classification framework (DDAC) that detects and separates drug-affected faces from regular ones, achieving an accuracy of 88.81%. The approach is non-invasive, uses only RGB images, and focuses on textural and structural facial changes.",Effect of Illicit Drug Abuse on Face Recognition,2016,CVPR Workshops,RGB,Facial Features,"general impairment, cannabis, cocaine, methamphetamine, heroin",Yes (classification time ~0.59s per image; suitable for real-time use),"105 subjects (IDAF dataset), 210 images (before/after), plus 1000 subjects in combined experiments","Images collected from the internet (rehab/mugshot sources); controlled datasets (CMU Multi-PIE, CASIA-VIS-NIR) for regular faces",Classification accuracy (88.81% for DDAC framework),⭐⭐⭐,"The paper directly addresses visual detection of drug-induced impairment using RGB facial images, proposes a real-time-capable algorithm, and provides a public dataset. It is highly relevant for camera-based intoxication/impairment detection.","{""dataset"": {""name"": ""Illicit Drug Abuse Face (IDAF)"", ""size"": ""105 subjects, 210 images (before/after drug abuse)"", ""substances"": [""methamphetamine"", ""cocaine"", ""heroin"", ""crack""], ""availability"": ""To be released to the research community""}, ""face_recognition_algorithms_tested"": [""FaceVACS (COTS)"", ""Luxand (COTS)"", ""LBP"", ""HOG""], ""proposed_method"": {""name"": ""Dictionary learning based illicit Drug Abuse face Classification (DDAC)"", ""features_used"": [""multi-scale Binarized Statistical Image Features (BSIF)"", ""GIST descriptor""], ""ROIs"": [""full face"", ""binocular region"", ""right cheek"", ""left cheek"", ""forehead""], ""fusion"": ""Decision-level fusion (logical OR) of BSIF and GIST dictionary outputs""}, ""performance"": {""DDAC_accuracy"": ""88.81%"", ""true_positive_rate"": ""80.95%"", ""true_negative_rate"": ""92.06%"", ""comparison"": {""multi-scale BSIF + SVM"": ""75.00%"", ""HOG + SVM"": ""76.90%"", ""Self-Similarity + SVM"": ""78.01%"", ""GIST + SVM"": ""81.09%"", ""LBP + SVM"": ""81.41%""}}, ""computational_time"": ""0.59 seconds per image (feature extraction + classification) on desktop PC (3.4 GHz CPU, 16 GB RAM)"", ""limitations"": [""Only RGB images used; no IR/NIR, thermal, or depth modalities"", ""Images sourced from the internet may have uncontrolled conditions"", ""Focus is on long-term facial changes, not acute intoxication""]}"
https://www.mdpi.com/2078-2489/16/5/413,84aaa525-04cb-416f-9a29-24400a48a3d6,84aaa525-04cb-416f-9a29-24400a48a3d6.json,"This paper presents a machine learning-based approach for detecting alcohol intoxication using thermal facial images. The study utilizes both self-collected and public datasets, extracting facial thermal patterns with YOLO and FaceMesh, and classifies intoxication states using several machine learning models. The best-performing model (MLP) achieved 90% accuracy in distinguishing between sober and drunk individuals. The work demonstrates the feasibility of real-time, camera-based drunk driver detection using thermal imaging, though it is currently validated only in controlled environments.",Drunk Driver Detection Using Thermal Facial Images,2025,"Information 2025, 16, 413. https://doi.org/10.3390/info16050413",Thermal,Facial Thermal Imaging,alcohol,"Potential for real-time; models (YOLO, FaceMesh, MLP) are suitable for real-time deployment but only tested in controlled/lab settings","20 participants (self-collected, 240 images), augmented to 570 images; plus 1315 images from Tufts Face dataset","Controlled indoor (air-conditioned, 25-30°C), no direct sunlight or external heat sources",Accuracy (MLP: 90%),⭐⭐⭐,Directly addresses real-time visual intoxication detection using thermal cameras and facial analysis; uses modern deep learning and facial landmarking; validated on relevant datasets.,"{""datasets"": [""Self-collected thermal facial images (20 participants, 240 images, multiple angles, sober and post-alcohol)"", ""Tufts Face Database (thermal and RGB images, 1315 images used for training/augmentation)""], ""hardware"": ""FLIR T530 Professional Thermal Camera (NETD < 40 mK, ±2°C accuracy); Intel i5-9300H CPU, NVIDIA GTX 1650 GPU, 16GB RAM"", ""feature_extraction"": [""YOLOv8 for face detection and region annotation"", ""FaceMesh (MediaPipe) for 468 3D facial landmarks; 22 grid points used for classification""], ""classification_models"": [""Support Vector Machine (SVM)"", ""Multi-Layer Perceptron (MLP)"", ""Random Forest (RF)"", ""Logistic Regression (LR)"", ""K-Nearest Neighbors (KNN)""], ""best_model"": ""MLP (3 dense layers, ReLU, batch normalization, dropout, Adam optimizer, binary cross-entropy loss)"", ""performance_metrics"": {""MLP"": {""accuracy"": ""90%"", ""precision"": ""Sober: 86%, Drunk: 93%"", ""recall"": ""Sober: 91%, Drunk: 89%"", ""F1"": ""Sober: 89%, Drunk: 91%""}, ""KNN"": {""accuracy"": ""88%""}, ""RF"": {""accuracy"": ""89%""}, ""SVM"": {""accuracy"": ""75%""}, ""LR"": {""accuracy"": ""78%""}}, ""data_augmentation"": ""Initial 240 images augmented to 570; additional images from Tufts Face dataset for diversity"", ""validation"": ""75-25% train-test split; cross-dataset validation; repeated training with 101 random seeds"", ""limitations"": [""Tested only in controlled, indoor, tropical environment"", ""Sample size is small and demographically homogeneous (young adults, 21-25 years)"", ""No validation in real driving or in-vehicle scenarios"", ""Performance with facial obstructions (beards, mustaches) not evaluated"", ""Thermal camera dependency; results may vary with different hardware""], ""potential_applications"": [""In-vehicle real-time drunk driver detection systems"", ""Advanced driver assistance systems (ADAS)""], ""future_work"": [""Validation in diverse climates and real-world driving conditions"", ""Testing with broader demographics and facial variations"", ""Robustness to environmental and facial occlusion factors""]}"
https://www.mdpi.com/2079-9292/11/23/3924,88940355-4a96-4d2b-be57-aeed60d30e56,88940355-4a96-4d2b-be57-aeed60d30e56.json,"This paper presents a non-invasive, real-time method for identifying alcohol intoxication using multi-frame thermal facial imagery. By analyzing isothermal regions of the face, particularly the forehead, and extracting morphological features, the method achieves high accuracy in distinguishing drunk from sober individuals. The approach does not require a baseline (sober) image for comparison, making it suitable for real-world applications such as roadside screening.",Thermal Biometric Features for Drunk Person Identification Using Multi-Frame Imagery,2022,"Electronics (MDPI), https://doi.org/10.3390/electronics11233924",Thermal,Facial Thermal Imaging,alcohol,"Yes (fast, non-invasive, multi-frame analysis)","41 participants, 4100 thermal images (50 frames per person, sober and drunk)","Controlled indoor environment (23-25°C, dim light, 30 cm camera distance)","Success rate (identification accuracy), up to 86%",⭐⭐⭐,"Highly relevant: Uses thermal camera for real-time, non-contact alcohol intoxication detection with robust accuracy and no need for baseline images.","{""database"": ""Publicly available thermal face database (http://old.physics.upatras.gr/sober/)"", ""camera_specs"": ""Thermal Vision Micron/A10, 160x128 pixels, 7.5–13.0 µm sensitivity"", ""feature_extraction"": [""Isothermal region segmentation (histogram-based, forehead isolation)"", ""Anisotropic diffusion for noise reduction"", ""Morphological operations (openings, pattern spectrum/pecstrum)""], ""classification"": ""Support Vector Machine (SVM) with various kernels (linear, precomputed, polynomial, RBF, sigmoidal)"", ""best_results"": ""Forehead isothermal isolation + pattern spectrum (no diffusion) + linear/precomputed SVM: 86% accuracy"", ""multi-frame approach"": ""50 frames per subject per condition, enabling robust feature vector clusters"", ""limitations"": [""Only healthy, calm subjects (no illness, stress, or exercise)"", ""Controlled environment; real-world variability not fully tested"", ""No direct blood alcohol measurement for all subjects (breathalyzer used for subset)""], ""novelty"": [""No need for a sober baseline image for each subject"", ""First use of isothermal forehead isolation as a unique intoxication marker""], ""ethics"": ""Approved by University of Patras Bioethics Committee; informed consent obtained""}"
https://ieeexplore.ieee.org/document/8538761,a92e3d39-43ce-4e43-a72b-ca3b5cdcdba4,a92e3d39-43ce-4e43-a72b-ca3b5cdcdba4.json,"This paper presents a multi-modal approach for intoxicated person identification using thermal infrared imaging and gait analysis. The method leverages facial blood vessel activity, temperature distribution in the eye region, and walking patterns to distinguish between sober and intoxicated individuals. Feature extraction is performed using Curvelet Transform for facial vessels, SURF for eye temperature differences, and optical flow for gait analysis. Classification is achieved using Random Forest and SVM. The study demonstrates high accuracy, especially for eye and gait features, and is validated on a dataset of 40 participants under controlled conditions.",Intoxicated Person Identification Using Thermal Infrared Images and Gait,2018,IEEE Conference Paper,Thermal,Facial Thermal Imaging,alcohol,"Potential (frame-based processing, but not explicitly real-time; methods are computationally efficient)","40 participants (30 males, 10 females); 1850 images per class for face/eye; 4 subjects for gait",Controlled indoor environment with stable temperature and dim lighting; 30 cm face-camera distance,"Classification accuracy (Face: 89.23%, Eye: 100%, Gait: ~100%)",⭐⭐⭐,"Highly relevant: Uses only thermal camera data for intoxication detection, covers multiple visual features (face, eyes, gait), and demonstrates high accuracy. Methods are suitable for real-time or near real-time application.","{""feature_extraction_methods"": {""face"": ""Curvelet Transform to highlight facial blood vessels"", ""eye"": ""SURF (Speeded Up Robust Features) to capture temperature differences between iris and sclera"", ""gait"": ""Optical flow to analyze walking trajectory and body sway""}, ""classification_methods"": [""Random Forest (face features)"", ""SVM (eye and gait features)""], ""dataset_details"": {""thermal_camera"": ""Thermal Vision Micron/A10 infrared camera (7000–13,000 nm, 128x160 px)"", ""alcohol_protocol"": ""4 glasses of wine (62.4 mL alcohol) per participant; images acquired before and 30 min after consumption"", ""gait_data"": ""4 students, 240-frame video, sober and simulated drunk walking""}, ""fusion_strategy"": ""Logical OR: If two out of three tests (face, eye, gait) indicate intoxication, the person is classified as drunk"", ""limitations"": [""No blood tests for BAC; intoxication defined by amount consumed and breathalyzer"", ""Gait dataset is small (4 subjects, simulated drunk walking)"", ""Hand and ear thermal images collected but not found useful for intoxication detection""], ""notable_results"": {""face_thermal_accuracy"": ""89.23% (drunk), 91.85% (sober)"", ""eye_thermal_accuracy"": ""100% (both classes)"", ""gait_accuracy"": ""100% (both classes, small dataset)""}, ""public_availability"": ""Hand and ear thermal image database is publicly available""}"
https://www.researchgate.net/publication/326219591_Intoxication_Identification_Using_Thermal_Imaging,27b1731a-f91d-45fc-9e97-f542a7ec2990,27b1731a-f91d-45fc-9e97-f542a7ec2990.json,"This chapter presents seven distinct thermal imaging-based methods for identifying alcohol intoxication by analyzing facial thermal signatures. The approaches leverage features such as temperature differences across facial regions, blood vessel activity, isothermal region analysis, and neural network-based classification, all using non-contact thermal infrared cameras. The study is based on a systematically collected database of 41 participants, with both sober and intoxicated states recorded. Most methods do not require a baseline (sober) image for comparison, making them suitable for real-time, practical deployment. Reported identification accuracies exceed 80%, with some methods achieving up to 90%. The work is highly relevant for noninvasive, real-time intoxication detection using visual (thermal) modalities.",Intoxication Identification Using Thermal Imaging,2018,"IntechOpen, Chapter 8 in 'Human-Robot Interaction - Theory and Application'",Thermal,Facial Thermal Imaging,alcohol,"Yes (methods designed for real-time, non-contact screening; most do not require a baseline image)","41 participants (10 females), each imaged sober and after alcohol consumption","Controlled indoor laboratory; participants at rest, no exercise, standardized alcohol dose (half liter wine per subject)","Identification success rate (>80% for all methods, up to 90% for some neural network/forehead-based approaches)",⭐⭐⭐,"This work is highly relevant as it systematically explores multiple real-time, camera-based (thermal) methods for alcohol intoxication detection, with robust experimental validation and a public dataset. The methods are noninvasive, do not require a baseline image, and are suitable for practical deployment.","{""database"": ""Freely available thermal face image database (sober and intoxicated states) from University of Patras, Greece (http://www.physics.upatras.gr/sober/)"", ""thermal_camera"": ""Thermo Vision Micron A10, 7.5–13 μm wavelength, 128x160 pixel resolution, 10 fps"", ""feature extraction methods"": [""20-point facial temperature vector and Fisher Linear Discriminant analysis"", ""Temperature difference matrices across 8x5 facial regions"", ""Morphological analysis (top-hat transformation) for blood vessel activity"", ""Neural networks (various architectures) for pixel/region-based classification"", ""Eye-region analysis (sclera vs. iris temperature difference)"", ""Isothermal region segmentation and pattern spectrum analysis with SVMs"", ""Markov chain modeling of forehead pixel transitions and eigenvalue-based classification""], ""key findings"": [""Nose and mouth regions become hotter relative to forehead after alcohol consumption"", ""Blood vessel activity (as seen in thermal images) increases with intoxication"", ""Sclera temperature increases relative to iris in intoxicated subjects"", ""Isothermal region area and distribution change with intoxication, especially on the forehead"", ""Most methods achieve >80% accuracy; neural network and Markov chain approaches on the forehead reach ~90%"", ""Majority of methods do not require a baseline (sober) image for comparison""], ""limitations"": [""No blood tests were performed; intoxication was inferred from standardized alcohol dose and breathalyzer readings"", ""Study limited to alcohol; other substances not addressed"", ""Controlled environment; real-world variability (lighting, movement, other impairments) not fully explored""], ""future_work"": ""Fusion of multiple feature types for improved accuracy; real-world deployment and validation; extension to other types of impairment.""}"
https://pubmed.ncbi.nlm.nih.gov/27404407/,a4ed8c79-868a-48d2-b7f4-7768a32e76b2,a4ed8c79-868a-48d2-b7f4-7768a32e76b2.json,"This paper investigates the use of thermal infrared imaging to detect alcohol intoxication by analyzing temperature differences between the sclera and iris in the human eye. The study involved 41 participants who consumed alcohol in a controlled setting, with thermal images captured before and after drinking. The results show that, for most intoxicated individuals, the sclera becomes significantly hotter than the iris, a feature that can be statistically verified and used for drunk screening. The method demonstrates high discrimination capability and suggests potential for real-time, noninvasive intoxication detection using thermal cameras.",Drunk Person Screening using Eye Thermal Signatures,2016,Journal of Forensic Sciences,Thermal,Facial Thermal Imaging,alcohol,"Potential (not explicitly real-time, but method is suitable for real-time implementation)","41 participants (31 males, 10 females)",Controlled indoor environment with stable temperature and dim lighting,"Statistical discrimination (Student's t-test, >99% confidence in discrimination between sober and drunk states)",⭐⭐⭐,"Directly addresses camera-based (thermal) intoxication detection with a clear, statistically validated visual biomarker; method is suitable for real-time screening.","{""thermal_camera_model"": ""FLIR Thermo Vision Micron/A10 (7.5–13.0 μm range, 128x160 pixels)"", ""alcohol_dose"": ""480 mL red wine (62.4 mL alcohol, 13% vol) per participant"", ""acquisition_protocol"": ""50 frames per person before and after alcohol consumption, 100 ms interval between frames"", ""feature_extraction"": [""Ratio of mean pixel value (sclera/iris)"", ""Variance of pixel values in eye region""], ""statistical_analysis"": [""Welch's t-test"", ""Paired t-test""], ""results"": {""sclera_hotter_in_drunk"": ""36/41 participants"", ""preprocessing_needed"": ""In 8/41 cases, histogram modification or contrast stretching required to reveal difference"", ""no_effect"": ""5/41 participants (frequent drinkers or low BrAC)""}, ""limitations"": [""Not all individuals show the effect (especially frequent drinkers or those with low BrAC)"", ""Requires close-up thermal imaging of the eyes"", ""Not tested in unconstrained or outdoor environments""], ""ethics"": ""Approved by University of Patras Bioethics Committee"", ""data_availability"": ""Database available at www.physics.upatras.gr/sober/"", ""forensic_application"": ""Potential for use by authorities as a noninvasive screening tool""}"
https://pubmed.ncbi.nlm.nih.gov/3387346/,a332c172-57c4-458f-b124-65deaa7ed45d,a332c172-57c4-458f-b124-65deaa7ed45d.json,"This 1988 paper introduces the 'rapid eye test' as a clinical and field method for detecting acute drug intoxication based on visual examination of eye signs. The test assesses features such as pupil size, reactivity, nystagmus, ptosis, and convergence, which are affected by various drugs including alcohol, cannabis, opioids, stimulants, and PCP. The method is noninvasive, quick, and can be administered by trained nonmedical personnel, making it suitable for real-time screening in diverse environments. However, the test is subjective, relies on human observation, and is not automated or camera-based, limiting its direct relevance to computer vision applications.",The rapid eye test to detect drug abuse,1988,"Postgraduate Medicine, 84:1, 108-114, DOI: 10.1080/00325481.1988.11700339",No Camera,Eye,"alcohol, cannabis, opioids, general impairment, mixed","Yes (manual, not automated)",Not specified; based on clinical experience and literature review,"Clinical, law enforcement, workplace, sports, schools",Not quantitatively reported; described as reliable with few false positives,⭐,The paper is foundational for visual intoxication detection but does not use camera-based or automated computer vision methods. It is relevant for feature selection and understanding visual signs but not for real-time camera-based systems.,"{""test_components"": [""General observation (redness, ptosis, eyelid retraction, glazing, tearing, swelling)"", ""Pupil size (dilation, constriction)"", ""Pupil reaction to light (sluggish, absent)"", ""Nystagmus (horizontal, vertical, rotational)"", ""Convergence (failure to converge, inability to hold cross-eyed position)"", ""Corneal reflex (decreased blinking)""], ""drug_specific_eye_signs"": {""marijuana"": [""normal-sized pupil"", ""slow/no reaction to light"", ""nonconvergence"", ""redness"", ""glazing"", ""horizontal nystagmus"", ""swollen eyelids"", ""watering""], ""heroin"": [""constricted pupil"", ""nonreactive pupil"", ""ptosis"", ""glazing"", ""decreased corneal reflex"", ""swollen eyelids""], ""alcohol/benzodiazepines"": [""normal-sized pupil"", ""slow/no reaction to light"", ""nystagmus"", ""redness"", ""glazing"", ""nonconvergence""], ""cocaine/amphetamine"": [""dilated pupil"", ""slow/no reaction to light"", ""decreased corneal reflex""], ""PCP"": [""normal-sized pupil"", ""slow/no reaction to light"", ""nystagmus"", ""retracted upper eyelid"", ""decreased corneal reflex"", ""swollen eyelids""]}, ""criteria_for_positive_test"": ""Two or more of five primary eye signs (ptosis, abnormal pupil size, nonreactive pupil, nystagmus, nonconvergence) must be present."", ""limitations"": [""Subjective, requires trained human observer"", ""Not automated or camera-based"", ""False positives possible due to congenital or neurological conditions"", ""Does not detect past drug use if not acutely intoxicated"", ""Confirmation by body fluid analysis recommended""], ""use_cases"": [""Screening in clinical, workplace, sports, and law enforcement settings"", ""Fitness-for-duty assessments""], ""historical_context"": ""Test formalized in the 1970s, widely used by law enforcement and clinicians by the 1980s."", ""non-visual_methods_mentioned"": ""Urine and blood testing for confirmation (not relevant to computer vision).""}"
